level,time,normalized_nav,drawdown
B5,2023-09-21T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-21T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-21T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-21T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-21T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-22T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-22T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-22T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-22T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-22T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-22T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-23T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-23T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-23T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-23T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-23T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-23T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-24T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-24T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-24T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-24T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-24T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-24T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-25T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-25T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-25T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-25T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-25T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-25T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-26T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-26T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-26T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-26T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-26T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-26T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-27T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-27T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-27T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-27T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-27T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-27T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-28T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-28T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-28T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-28T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-28T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-28T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-29T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-29T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-29T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-29T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-29T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-29T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-30T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-30T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-30T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-30T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-30T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-09-30T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
