open_time_ms,open,high,low,close,base_volume,close_time_ms,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
1614686400000,1567.59,1579.31,1554.18,1563.24,33521.94499,1614689999999,52450631.484065,33348,17052.40354,26688484.0857024
1614690000000,1563.02,1574.02,1561.23,1573.0,30630.90511,1614693599999,48056201.2319373,25943,15163.72357,23786516.9610837
1614693600000,1572.83,1592.84,1563.31,1568.01,51037.75101,1614697199999,80615890.4024317,45243,24145.66047,38149713.7710004
1614697200000,1568.01,1573.63,1546.2,1553.48,45817.84843,1614700799999,71356140.4411239,41494,19872.90022,30955040.6520507
1614700800000,1553.3,1563.94,1485.48,1498.01,152673.08847,1614704399999,232810136.6947299,114880,62585.80183,95570249.6575387
1614704400000,1497.59,1511.74,1483.53,1504.96,88411.65013,1614707999999,132550272.2716636,75437,41831.04217,62748762.7206464
1614708000000,1504.96,1516.22,1492.49,1496.33,37726.3271,1614711599999,56764984.834841,31246,17460.86106,26272934.5253777
1614711600000,1496.25,1500.0,1468.01,1479.91,51209.47359,1614715199999,76016178.1078779,47765,24249.8896,35999147.2444712
1614715200000,1479.8,1480.38,1455.52,1469.17,56057.87288,1614718799999,82229475.2325969,53512,25949.54981,38074086.5460328
1614718800000,1469.21,1478.11,1456.28,1466.58,40364.64509,1614722399999,59261648.5622477,37524,19911.2427,29228481.6837725
1614722400000,1466.58,1486.32,1464.28,1480.07,22118.75002,1614725999999,32702603.8398613,25654,11079.91587,16379771.2937917
1614726000000,1480.08,1493.79,1477.14,1486.78,43605.23434,1614729599999,64861443.3783732,38074,19387.39305,28842650.6675068
1614729600000,1486.79,1505.87,1475.47,1500.78,33164.05725,1614733199999,49575425.3331663,52769,15615.17604,23350648.0638198
1614733200000,1500.7,1524.79,1497.87,1524.27,28946.85792,1614736799999,43731241.7410737,40095,15478.73019,23382471.0833608
1614736800000,1524.31,1526.86,1512.06,1517.1,25459.33498,1614740399999,38666688.1746865,36146,12627.21504,19179565.4080108
1614740400000,1517.08,1525.34,1514.4,1522.67,19426.91879,1614743999999,29520474.5030899,21323,8970.36176,13631727.7352871
1614744000000,1522.68,1548.12,1521.24,1540.46,33358.59295,1614747599999,51385757.8990799,31814,19630.4214,30239471.8469599
1614747600000,1540.46,1553.71,1537.38,1544.84,23028.58079,1614751199999,35565302.8576644,24497,11532.21164,17812536.8555535
1614751200000,1544.84,1565.0,1544.78,1563.97,31491.208,1614754799999,49036299.0978944,30470,17654.58293,27490070.8898463
1614754800000,1563.69,1576.2,1559.14,1566.35,43146.04683,1614758399999,67673594.2155544,35820,21866.12956,34297527.7897662
1614758400000,1566.35,1598.0,1566.35,1592.52,58102.69699,1614761999999,92124630.8589897,52699,31568.34782,50053056.9763934
1614762000000,1592.19,1614.78,1586.9,1608.33,60455.94972,1614765599999,96822939.4022575,86719,32923.08737,52733613.4822221
1614765600000,1608.28,1612.97,1591.1,1602.2,50881.62787,1614769199999,81631442.050805,54733,24894.6035,39955396.6936888
1614769200000,1602.2,1610.5,1588.32,1607.24,48189.8236,1614772799999,77214858.8133686,46693,23393.1815,37484505.6946091
1614772800000,1607.28,1656.94,1599.78,1650.1,88058.7452,1614776399999,143703461.7413808,81114,51429.26619,83948736.0899506
1614776400000,1650.04,1652.68,1603.0,1613.0,82393.31791,1614779999999,133538700.8878272,113894,33605.49133,54481330.4805763
1614780000000,1612.92,1613.01,1582.62,1590.24,70175.58873,1614783599999,111872711.7120968,60298,29287.12828,46688427.0577612
1614783600000,1590.25,1604.3,1586.5,1600.57,37803.73299,1614787199999,60244591.6938309,33279,17647.86422,28129811.3928635
1614787200000,1600.58,1620.0,1600.0,1611.62,48687.16033,1614790799999,78384328.5814193,44660,25423.77229,40935214.4652742
1614790800000,1611.62,1635.96,1608.54,1625.0,51071.66714,1614794399999,82939661.9492675,45692,27674.89338,44948314.7726981
1614794400000,1624.88,1634.17,1611.23,1619.25,32312.01344,1614797999999,52506558.7338822,32145,17047.06608,27714590.7848888
1614798000000,1619.46,1621.89,1587.0,1605.93,48459.80472,1614801599999,77562135.6996359,73335,24486.37421,39189388.6372828
1614801600000,1605.93,1613.44,1574.38,1577.27,46568.88828,1614805199999,74123519.2359998,62185,24612.66067,39177630.6831217
1614805200000,1577.23,1599.0,1564.58,1595.33,35231.59602,1614808799999,55718793.7514479,74832,18229.00213,28832489.1744689
1614808800000,1595.33,1608.82,1580.02,1584.72,25106.43379,1614812399999,39982104.4027873,28746,13079.4076,20825197.1870918
1614812400000,1584.3,1599.87,1566.63,1567.69,33325.67047,1614815999999,52774991.7086264,73257,16242.21648,25732148.4411454
1614816000000,1567.68,1599.54,1553.28,1592.9,41328.03582,1614819599999,65025419.8337598,43460,19042.63502,29988759.1236808
1614819600000,1592.88,1618.0,1585.75,1614.43,30047.01612,1614823199999,48260403.8222851,57181,15425.07474,24779986.6532849
1614823200000,1614.49,1624.87,1596.55,1597.27,26675.32282,1614826799999,43007481.1057195,66250,12313.65168,19857647.2915438
1614826800000,1597.26,1604.49,1550.0,1555.08,51130.37924,1614830399999,80334092.1621885,51427,21278.75839,33465085.5495978
1614830400000,1555.06,1565.67,1535.21,1538.01,48029.5565,1614833999999,74485632.5568952,42474,22868.55168,35478141.4770552
1614834000000,1538.35,1564.39,1535.79,1561.45,35463.73866,1614837599999,54975877.3722236,32780,18710.0809,29010609.1018402
1614837600000,1561.38,1567.41,1543.78,1550.01,31205.56008,1614841199999,48593876.9777326,29907,15603.11833,24302540.3753738
1614841200000,1550.01,1572.24,1547.96,1571.53,28386.31543,1614844799999,44291300.8569204,28361,15664.66975,24442871.8279701
1614844800000,1571.56,1589.68,1563.21,1571.11,49057.66529,1614848399999,77441220.9559842,45175,24275.66851,38328068.8541782
1614848400000,1571.1,1571.45,1528.01,1547.29,48466.85823,1614851999999,74887584.3715899,62626,20690.88106,31973611.4846832
1614852000000,1547.1,1568.0,1539.51,1557.74,40672.64093,1614855599999,63132787.0874996,53398,22745.08644,35309441.9569863
1614855600000,1557.73,1567.0,1546.13,1561.59,27466.77161,1614859199999,42817565.6803997,40165,14664.12709,22863905.195082
1614859200000,1561.62,1573.85,1553.02,1561.28,34455.63709,1614862799999,53890462.9399241,32823,18812.66407,29433357.8249185
1614862800000,1561.21,1570.67,1545.48,1567.0,38892.02231,1614866399999,60609195.7525395,37658,21445.96616,33425244.0538021
1614866400000,1567.0,1602.53,1560.05,1574.28,59006.24262,1614869999999,93395318.4917088,56969,30347.16543,48040674.7086588
1614870000000,1574.27,1580.82,1554.0,1577.22,55084.19831,1614873599999,86332197.3143916,54377,30920.5211,48474451.6860049
1614873600000,1576.4,1594.35,1571.38,1584.92,35394.41073,1614877199999,56069192.531588,41329,17652.50047,27974627.9507713
1614877200000,1584.97,1599.84,1556.0,1562.29,49794.02368,1614880799999,78659271.5700919,50650,23145.14435,36585105.4058215
1614880800000,1562.29,1563.66,1506.84,1507.77,76902.47019,1614884399999,118156287.459012,74363,32517.21547,49981150.9516749
